item_id,name_item_number,design_front,design_back,design_sleeves,design_hood,supplier_name,product_type,namespace
6a542ce4fd330403cc3e9453,RA-84872-59767-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/65d4da9105b55a42eddf5e36/24/02/1708498651030-6331c3ab-8dc0-4925-b8a3-e18d2fec75bc.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=cIfW%2B07rzX7zetj25FhlxKzUQGQ%3D,,,,1C,TSHIRT_02,dyfeenf
6a542ce4fd33041a133e9455,RA-84872-59767-F1_2,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/675d77f9d3d94766fcd6fdbb/24/12/1734339817271-438ebd83-75de-4e80-848b-f887b6cb6488.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=BU8vghbPoLpH99FbB02UD8eEofA%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542cfb01d7ec005d9c1401,RG-33533-72488-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/6737e1b754e42c60c541ad8a/24/11/1731911408288-9c51000f-7459-4fe7-9d52-9f1d8cbe9264.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=HB7MtoBfBCxCcdn5KLCw1H4Fjb0%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542cfb01d7ec02559c13f4,RP-96445-79959-F1_2,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/67071a3057bfd65664c82f78/24/10/1728546953099-d1574356-4f08-4d09-9619-a2ef01c4353d.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=D1ln6NC7%2BTGvlJiUHHXe%2FdOp2Xo%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542cfb01d7ec43a89c13f8,RP-96445-79959-F1_4,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/63f958d1cb3ad2c393f17e55/24/06/1718887975426-3297c0a5-72a0-460e-b121-3b28459db9a9.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=CJ%2FH%2BT9DeaRjyciINoM0Hp1RVX0%3D,,,,1C,SH_RASH_GUARD_06,dyfeenf
6a542cfb01d7ec65d59c13f6,RP-96445-79959-F1_3,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/65c2eb2cc9d590159da8db92/24/07/1720008999456-6eed0120-585c-4a9c-aa2d-7686099b15e7.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=7PIsAwoM8paTGuR4SFDmJRs9bIo%3D,,,,1C,SH_RASH_GUARD_06,dyfeenf
6a542cfb01d7ece6ce9c13f2,RP-96445-79959-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/677e1590915639111d9e80ce/25/01/1736325825296-52fc7bf9-d52c-406f-a576-f1d0374e3f29.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=qMUpM60g5aDgUmxnvC6RGPXZV9g%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542cfefd33045c833e9466,RB-24529-67797-F1_3,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/67cc86cc50324e255d8d3620/25/03/1741596102840-b62136d6-b72c-4ced-960f-9cee9d1ffdb7.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=dJoibBy0AleKwUoPCbj4kCmy%2BJs%3D,,,,1C,SLE_HD_18,dyfeenf
6a542cfefd33048f123e9464,RB-24529-67797-F1_2,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/670aba50e1c45fab1ba39415/24/10/1728906605212-02f63846-93a0-4952-9dcc-a71d25aa9a56.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=7S3aoU14IBCtOdIj%2BRR3BWndrkc%3D,,,,1C,SH_RASH_GUARD_06,dyfeenf
6a542cfefd3304c7ad3e9462,RB-24529-67797-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/66ab25910c085c0f00b42fb6/24/10/1728897015379-092dea7e-3d9c-4268-b722-97075f86ee92.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=mlOak5O0q8uWH3Yz9aoxlsuP%2FPo%3D,,,,1C,SH_RASH_GUARD_06,dyfeenf
6a542cff8d211532200e5a8b,RR-63898-38826-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/65f75d57816eebaa23fe28e2/24/03/1710761581953-4d7103b5-8ce1-456a-b0dc-8c6e18a476e5.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=tIjtDkJznY6FKXpcQxKJCmWPUJc%3D,,,,1C,SHORTS_33,dyfeenf
6a542d008d211511140e5a95,RK-85634-34389-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/67f80856b48319738bf4eb82/25/04/1744351586510-d0228d8d-3abe-49f0-a75d-0109118f788f.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=AGfBaQ%2BtdYN%2FXAKtxq6vY2%2FY%2B2w%3D,,,,1C,TSHIRT_02,dyfeenf
6a542d008d21152d5b0e5a97,RK-85634-34389-F1_2,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/691228d77615154bd96dd945/25/11/1762853402098-0a5b6768-bf20-4eb0-b919-f398e5c66eb4.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=b8ESPsCJzHMt8djD8VVzg1zppOo%3D,,,,1C,MEN_TANK_26,dyfeenf
6a542d008d2115cfe60e5a99,RK-85634-34389-F1_3,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/6994ad13e83fa2e279af6fa7/26/02/1771501770918-dada9b2a-4c36-49a9-ac91-c04616a306f8.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=FEU0%2BS11DGbo8kAmfupD4P%2Fws7A%3D,,,,1C,SLE_HD_18,dyfeenf
6a542d0101d7ec1ee99c1411,RJ-35958-22494-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/673bd76754e42cceca462367/24/11/1732001514418-607b2b40-f7b5-4858-a03d-4360b551e5d0.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=T5q1SLyoh8OnlnkGM%2FuRyWEUPk0%3D,,,,1C,BUCKET_HAT_13,dyfeenf
6a542d0101d7ec2c5e9c1418,RA-28365-96922-F1_3,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/67ff48a356f0dcf704a4e6f0/25/04/1744790504449-abf892de-546e-4a73-804d-f9f1a2b0faf0.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=w82C5cw%2FyhhQE9L9TZkNwnZR7ys%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542d0101d7eca7ab9c1416,RA-28365-96922-F1_2,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/68bc7714eb58905464c0d9b0/25/09/1757327667277-bcfafeb7-4cc4-4689-abaf-2a42fadcdb32.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=qT1EbNE9AYGUtU2YcHY1QvRKK5M%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542d0101d7ecde8e9c1414,RA-28365-96922-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/6a0316662d328f51695ee86a/26/05/1778666249211-559f521f-7d59-48ff-84c8-74ed70a6ac92.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=ofdprFnd7wHoWcoR6G6YPxdDn%2FM%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542d018d21152cb90e5aa3,RD-48754-94945-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/6a11bc4b407ae586971d0f42/26/05/1779708621321-db36181c-9f21-4ede-b2dc-507215775238.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=qeY6Nkl4rhxqK1opW%2FfQapJIDmU%3D,,,,1C,PANEL_SHORT_15,dyfeenf
6a542d01fd330426e13e9472,RV-49684-93339-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/6716ec30be30f94a84fa6d91/24/10/1729591131617-e3e386f4-5850-4473-afff-1340582140a8.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=YxMihf%2BkeTaPN%2BKPmzr13T%2BhbIs%3D,,,,1C,PR_HD_19,dyfeenf
6a542d0201d7ec358b9c141e,RA-28365-96922-F1_6,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/691a9e8319ff5a55cd49a704/25/11/1763387526031-73c978eb-e340-442e-ad0c-32ffa4ea981c.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=N2QDFjvGhnemrI36U1PRod9LvaM%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542d0201d7ecc2639c141c,RA-28365-96922-F1_5,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/6716ec3157e55d73db740680/24/10/1729591550876-80024b07-0866-44c2-912a-7950e4969c99.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=DDmuu85uKfY2HSCFbKSpz6JRmNk%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542d0201d7ecf8629c141a,RA-28365-96922-F1_4,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/674cfd40c889e6e0f89893b6/24/12/1733151511420-aefede04-d659-4555-ba48-dd5389213624.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=luBR58qpPorM8RDHaR0Lg4I9aIk%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542d02fd330441b63e947e,RR-37227-96347-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/675b2705f4c9927665ab52ff/24/12/1734069400460-cfed8583-6718-4b64-aba3-f4c1b1367785.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=vBi9j1tRqFXkniSDZpQaJRSAph0%3D,,,,1C,CLOAK_18,dyfeenf
6a542d0301d7ec6f869c1430,RM-55368-39866-F1_2,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/66c680b9a0d78fa81f843ae8/25/02/1739197847214-85806207-a87a-4355-a5c0-594e664070e9.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=2bPi95RTCCBRfk1HauNcpmpv3ME%3D,,,,1C,PO_SPO_SHORTS_17,dyfeenf
6a542d0301d7ec84809c1439,RD-75224-55734-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/674510bc4e4c51932c8b01d5/24/11/1732607378067-04aa4fc2-48c1-4365-b261-67c81972f9bc.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=QMYjXdBm0eR%2FoX4vNLmoo19kLIM%3D,,,,1C,QUILT_36,dyfeenf
6a542d0301d7ecc8249c142e,RM-55368-39866-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/66c680baa0d78fa900843b0e/25/02/1739182926027-22f9c24d-3bcd-4a5f-850b-bfe5f4721846.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=Wr54s6YMlqnr1mnMok4FvTEsjlE%3D,,,,1C,PO_SPO_SHORTS_17,dyfeenf
6a542d03fd33043a643e9494,RV-26842-85435-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/66e8734f1e895863e81ba1e6/24/09/1726558613626-6dd4f88f-c4df-42a5-afcf-2cc515a7b3bc.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=UUwRBBI8%2FI5dMZieklvRaJMmuSw%3D,,,,1C,PR_HD_19,dyfeenf
6a542d03fd33043caf3e9496,RV-26842-85435-F1_2,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/69c71a487af0743308ea3f76/26/03/1774870894494-0681325c-27bd-439b-b14d-a7ebcfedfde9.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=NcQXKAnSGWub4jl2WhOg1p4hqPY%3D,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/69c71a487af0743308ea3f76/26/03/1774870894495-015274d8-53e8-4445-a870-4fb39817294f.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=BbU9Yo2PvrzwjKLuAHV9xK5mQWk%3D,,,1C,BUCKET_HAT_13,dyfeenf
6a542d03fd330472163e948b,RP-57937-49824-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/69da8c4f05743b7812311e4a/26/04/1776068890742-7f0b7f3e-6d78-4541-b4f2-9dfff229bcc3.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=5W9w4lDIC3GGndpmGjUFrOd4SDs%3D,,,,1C,HAPPI_COAT_15,dyfeenf
6a542d03fd33047b633e9498,RV-26842-85435-F1_3,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/66d6a710ad52d2409295742c/25/06/39da97b7b1ad4e15ab66bd374e815eb7-front.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=Lbl4tel7iz54RhmBzYdwLMRrsRk%3D,,,,1C,SWEATPANTS_19,dyfeenf
6a542d0401d7ece2949c1443,RJ-68272-78924-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/6341fece32974d687473ef14/22/10/1665384365988-5414f754-26ef-4887-a112-7f2a4122f32d.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=CV0sVxdhYw9dez%2FPsXy%2FTGKFtPw%3D,,,,1C,TSHIRT_02,dyfeenf
6a542d048d21151f720e5ab6,RD-86983-98969-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/66d3afb29f76644683b85c20/24/09/1725270464404-dc141159-0402-4c58-9fc7-c813f117f9d8.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=expt%2B%2BHRPu1J4oPTpsfwmwJABZE%3D,,,,1C,QUILT_36,dyfeenf
6a542d048d211555830e5ac0,RQ-53729-96288-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/6883c67ce2b8d0afa0506a2b/25/07/1753697071740-a3c998f8-dc0b-44ad-9f7a-86d1c1aaf9f6.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=ccBFnahPI3wNq0aI4DsLWG4eI2U%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542d04fd33043bde3e94a6,RK-35442-42685-F1_2,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/689e24768074a84755649019/25/08/1755258631746-c83fccda-3192-4be9-9230-b33397adf9e5.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=fv%2BHJeBiwGTiu%2F5vp9mtaDbX12I%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542d04fd330440373e94a4,RK-35442-42685-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/68bb7a15eb58903928bf164f/25/09/1757323286799-8997b1da-84db-416d-876d-d687734051be.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=frzaRJOimhP5DFJJefaTmcNrNuI%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542d058d211523390e5ace,RW-23425-37423-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/6710a914eff622ebe31283e5/24/10/1729152895481-12e1df34-c9a0-44cf-bdb8-3a438a662353.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=D91pI3rOxsa57HZVW27ZpDxoJNA%3D,,,,1C,SH_RASH_GUARD_06,dyfeenf
6a542d058d21154ca50e5ad0,RW-23425-37423-F1_2,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/651ffb7e191600f135b13e2b/24/06/1718959190901-74c05777-1e4e-47b3-afca-c3bedc432adf.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=Qc0Y3aNFSfGgHXWxJg1zvIzkg4s%3D,,,,1C,SH_RASH_GUARD_06,dyfeenf
6a542d05fd330445b63e94c4,RW-76633-98698-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/63ffd735949f3baeab488f5f/23/03/1677742353172-534cbbe2-fde0-413f-a3a0-e06f32303c2f.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=GQOwhQvFmwWgapUKJ8DCAk6K4eM%3D,,,,1C,CLOAK_18,dyfeenf
6a542d05fd330482643e94b1,RR-58544-25627-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/6766063959a7c6bf30ab5e4c/24/12/1734954724235-1c93cc0f-cfe2-4b7d-bedd-57abb997e67b.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=zDwqtnPtLLe%2BHZZwNITNmolCvzY%3D,,,,1C,PR_HD_19,dyfeenf
6a542d05fd330484ae3e94bb,RA-54385-97263-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/673f76558df0ef7a5c8ca067/24/11/1732262495323-438fc0f9-11f3-44f6-9da1-0a4660d995dd.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=WqajeVbPmLG0ElEIVOJ9ehJES2U%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542d068d21151e5c0e5ada,RQ-54445-28563-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/680d205ea1805ac10ad6f93a/25/04/1745829978631-0160652b-f7f5-49dc-9110-78136635a316.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=Ew4x6ewZYUF85rmfh6JyXDntEH4%3D,,,,1C,DOUB_SPO_SHO_17,dyfeenf
6a542d068d21155b620e5ae4,RB-94999-37288-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/63f7ba29cb3ad23f43efe56b/25/02/1739197709767-14932f46-9418-478f-9569-94334d4ebbd7.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=HwVaXQEU5%2BRMnZgrUa6vVfVY0Cs%3D,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/63f7ba29cb3ad23f43efe56b/25/02/1739197709745-d0f79246-dbf7-442c-846c-729aaf7b4937.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=Mu8yj70DRGuWyo2rNAJcpbvT3a0%3D,,,1C,PO_SPO_SHORTS_17,dyfeenf
6a542d068d21158c300e5ae7,RQ-45687-88458-F1_1,,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/60df0972c27dcecd777da4a0/22/03/3d7aaee3838c48b79cafdaddd10fb67a-back.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=Y9ieieR5a9Q95aNWpXvN2Kvq2Q0%3D,,,1C,BOMBER_03,dyfeenf
6a542d0701d7ec6d989c1453,RE-98772-67225-F1_2,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/6503a99aa0932a3a5b2a483b/23/09/1694761872218-573404dc-59a3-40a0-a688-580b5a5ead09.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=nklRCpW4CIiBBf%2BFWec8gso2WTo%3D,,,,1C,B_BALL_JACKET_19,dyfeenf
6a542d0701d7ec837c9c1451,RE-98772-67225-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/6864225874298dad1a32929f/25/07/1751464280775-e3fdfc7a-fa21-4cd3-8a68-bd65bc27e410.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=4aiS8%2FQ4cj68zpCVy2aHa0eOQkM%3D,,,,1C,SLE_HD_18,dyfeenf
6a542d0801d7eca8719c1468,RE-73834-94567-F1_1,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/69828c34748b16a77cec5b41/26/02/1770209223712-3b60fa6b-dbe1-474f-aeae-67b6b2bc16d4.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1791775999&Signature=9PRUIhG0TmXoFUaprn5LwmEg6rU%3D,,,,1C,TSHIRT_02,dyfeenf
